source_id,configuration,beta_deg,source_pdf_page,appendix_page,alpha_deg,omega_b_over_2V,zero_replicate,CA,CN,Cm,CY,Cl,Cn,qa_status
NASA_CR_3608,"F-18 Body, Wing, LEX",0,81,A18,5,0.00,1,0.020,0.38,0.066,-0.028,-0.0022,0.0016,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,81,A18,5,0.00,2,0.020,0.37,0.066,-0.030,-0.0028,0.0016,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,81,A18,5,0.05,,0.007,0.49,0.079,-0.010,-0.0190,0.0015,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,81,A18,5,0.10,,0.010,0.49,0.076,0.000,-0.0354,0.0006,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,81,A18,5,0.20,,0.016,0.47,0.070,-0.001,-0.0640,-0.0002,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,81,A18,5,0.30,,0.021,0.46,0.074,-0.002,-0.0950,-0.0003,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,81,A18,5,0.40,,0.025,0.45,0.082,-0.009,-0.1297,-0.0004,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,81,A18,10,-0.40,,0.022,0.83,0.118,-0.041,0.1088,0.0147,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,81,A18,10,-0.30,,0.021,0.77,0.115,-0.032,0.0738,0.0102,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,81,A18,10,-0.20,,0.017,0.75,0.116,-0.027,0.0456,0.0067,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,81,A18,10,-0.10,,0.011,0.76,0.117,-0.022,0.0224,0.0044,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,81,A18,10,-0.05,,0.010,0.76,0.115,-0.020,0.0109,0.0034,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,81,A18,10,0.00,1,0.020,0.70,0.103,-0.028,-0.0003,0.0019,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,81,A18,10,0.00,2,0.021,0.70,0.104,-0.035,-0.0009,0.0020,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,81,A18,10,0.05,,0.013,0.78,0.118,-0.011,-0.0130,0.0025,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,81,A18,10,0.10,,0.014,0.77,0.120,-0.007,-0.0253,0.0020,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,81,A18,10,0.20,,0.021,0.75,0.114,-0.007,-0.0507,0.0005,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,81,A18,10,0.30,,0.027,0.75,0.110,-0.011,-0.0799,-0.0006,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,81,A18,10,0.40,,0.028,0.77,0.111,-0.015,-0.1154,-0.0012,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,81,A18,15,-0.40,,0.015,1.16,0.163,-0.046,0.1052,0.0155,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,81,A18,15,-0.30,,0.016,1.09,0.162,-0.037,0.0750,0.0101,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,81,A18,15,-0.20,,0.015,1.06,0.160,-0.027,0.0478,0.0064,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,81,A18,15,-0.10,,0.013,1.05,0.159,-0.021,0.0221,0.0043,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,81,A18,15,-0.05,,0.013,1.05,0.159,-0.018,0.0092,0.0037,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,81,A18,15,0.00,1,0.025,0.98,0.141,-0.024,-0.0015,0.0021,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,81,A18,15,0.00,2,0.026,0.99,0.142,-0.026,-0.0021,0.0021,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,81,A18,15,0.05,,0.014,1.07,0.157,-0.007,-0.0134,0.0028,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,81,A18,15,0.10,,0.014,1.08,0.158,-0.002,-0.0262,0.0023,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,81,A18,15,0.20,,0.016,1.09,0.156,0.001,-0.0531,0.0015,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,81,A18,15,0.30,,0.018,1.11,0.155,0.006,-0.0804,0.0003,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,81,A18,15,0.40,,0.018,1.15,0.157,0.003,-0.1121,-0.0010,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,82,A19,20,-0.40,,0.019,1.30,0.208,-0.030,0.0614,0.0232,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,82,A19,20,-0.30,,0.020,1.26,0.210,-0.029,0.0402,0.0162,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,82,A19,20,-0.20,,0.015,1.28,0.209,-0.028,0.0240,0.0108,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,82,A19,20,-0.10,,0.010,1.34,0.210,-0.018,0.0122,0.0069,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,82,A19,20,-0.05,,0.009,1.36,0.208,-0.013,0.0048,0.0053,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,82,A19,20,0.00,1,0.022,1.28,0.193,-0.026,-0.0031,0.0025,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,82,A19,20,0.00,2,0.022,1.28,0.192,-0.029,-0.0033,0.0024,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,82,A19,20,0.05,,0.009,1.39,0.215,0.006,-0.0115,0.0027,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,82,A19,20,0.10,,0.010,1.39,0.218,0.010,-0.0199,0.0011,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,82,A19,20,0.20,,0.015,1.34,0.216,0.013,-0.0335,-0.0012,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,82,A19,20,0.30,,0.020,1.29,0.216,0.007,-0.0488,-0.0036,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,82,A19,20,0.40,,0.020,1.32,0.213,-0.006,-0.0720,-0.0068,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,82,A19,25,-0.40,,0.032,1.41,0.221,0.050,0.0223,0.0346,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,82,A19,25,-0.30,,0.031,1.36,0.222,0.027,0.0016,0.0271,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,82,A19,25,-0.20,,0.028,1.38,0.234,0.017,-0.0151,0.0210,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,82,A19,25,-0.10,,0.020,1.45,0.260,0.000,-0.0133,0.0134,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,82,A19,25,-0.05,,0.017,1.47,0.272,-0.005,-0.0076,0.0095,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,82,A19,25,0.00,1,0.028,1.45,0.272,-0.025,-0.0044,0.0034,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,82,A19,25,0.00,2,0.028,1.45,0.269,-0.025,-0.0036,0.0036,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,82,A19,25,0.05,,0.013,1.52,0.283,-0.007,-0.0008,0.0009,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,82,A19,25,0.10,,0.015,1.50,0.278,-0.012,0.0021,-0.0030,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,82,A19,25,0.20,,0.023,1.44,0.258,-0.027,0.0037,-0.0091,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,82,A19,25,0.30,,0.027,1.42,0.248,-0.043,-0.0099,-0.0138,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,82,A19,25,0.40,,0.029,1.45,0.240,-0.068,-0.0301,-0.0171,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,82,A19,30,-0.40,,0.032,1.63,0.245,0.165,0.0047,0.0573,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,82,A19,30,-0.30,,0.036,1.57,0.261,0.132,-0.0110,0.0456,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,82,A19,30,-0.20,,0.036,1.51,0.283,0.089,-0.0201,0.0340,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,82,A19,30,-0.10,,0.033,1.49,0.304,0.040,-0.0189,0.0211,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,82,A19,30,-0.05,,0.032,1.52,0.321,0.006,0.0034,0.0126,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,82,A19,30,0.00,1,0.046,1.45,0.311,-0.027,-0.0040,0.0057,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,82,A19,30,0.00,2,0.047,1.46,0.314,-0.028,-0.0011,0.0057,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,82,A19,30,0.05,,0.035,1.55,0.329,-0.018,0.0028,-0.0009,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,82,A19,30,0.10,,0.034,1.57,0.329,-0.043,0.0033,-0.0078,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,82,A19,30,0.20,,0.036,1.56,0.307,-0.097,0.0144,-0.0198,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,82,A19,30,0.30,,0.038,1.59,0.284,-0.139,0.0060,-0.0289,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,82,A19,30,0.40,,0.035,1.63,0.265,-0.173,-0.0108,-0.0380,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,82,A19,35,-0.40,,0.033,1.75,0.286,0.227,0.0021,0.0892,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,82,A19,35,-0.30,,0.041,1.62,0.308,0.180,0.0019,0.0691,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,82,A19,35,-0.20,,0.046,1.56,0.326,0.119,0.0088,0.0428,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,82,A19,35,-0.10,,0.045,1.54,0.341,0.058,0.0066,0.0215,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,82,A19,35,-0.05,,0.044,1.56,0.346,0.025,0.0070,0.0132,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,82,A19,35,0.00,1,0.056,1.50,0.349,-0.021,0.0058,0.0043,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,82,A19,35,0.00,2,0.058,1.48,0.337,-0.022,0.0038,0.0061,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,82,A19,35,0.05,,0.043,1.58,0.361,-0.017,-0.0036,-0.0009,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,82,A19,35,0.10,,0.044,1.58,0.358,-0.044,-0.0092,-0.0084,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,82,A19,35,0.20,,0.050,1.57,0.335,-0.124,-0.0093,-0.0272,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,82,A19,35,0.30,,0.049,1.62,0.322,-0.201,-0.0075,-0.0516,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,82,A19,35,0.40,,0.043,1.74,0.303,-0.267,-0.0084,-0.0727,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,83,A20,40,-0.40,,0.044,1.73,0.271,0.301,0.0148,0.1258,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,83,A20,40,-0.30,,0.054,1.62,0.293,0.212,0.0090,0.0931,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,83,A20,40,-0.20,,0.059,1.60,0.320,0.127,0.0055,0.0592,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,83,A20,40,-0.10,,0.058,1.59,0.332,0.047,-0.0007,0.0253,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,83,A20,40,-0.05,,0.058,1.59,0.339,0.016,-0.0032,0.0166,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,83,A20,40,0.00,1,0.073,1.51,0.341,-0.026,-0.0025,0.0059,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,83,A20,40,0.00,2,0.070,1.51,0.351,-0.036,-0.0027,0.0053,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,83,A20,40,0.05,,0.056,1.62,0.369,-0.033,0.0015,-0.0043,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,83,A20,40,0.10,,0.056,1.63,0.364,-0.060,-0.0002,-0.0135,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,83,A20,40,0.20,,0.059,1.63,0.331,-0.124,-0.0038,-0.0338,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,83,A20,40,0.30,,0.056,1.66,0.319,-0.223,-0.0066,-0.0752,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,83,A20,40,0.40,,0.045,1.77,0.295,-0.304,-0.0138,-0.1086,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,83,A20,45,-0.40,,0.045,1.74,0.221,0.369,0.0268,0.1646,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,83,A20,45,-0.30,,0.060,1.68,0.268,0.268,0.0177,0.1235,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,83,A20,45,-0.20,,0.066,1.64,0.301,0.149,0.0089,0.0763,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,83,A20,45,-0.10,,0.066,1.62,0.312,0.044,0.0015,0.0256,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,83,A20,45,-0.05,,0.067,1.63,0.316,0.022,-0.0043,0.0143,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,83,A20,45,0.00,1,0.082,1.52,0.305,-0.037,-0.0039,0.0035,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,83,A20,45,0.00,2,0.084,1.55,0.318,-0.034,-0.0036,0.0043,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,83,A20,45,0.05,,0.065,1.66,0.361,-0.027,0.0013,-0.0041,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,83,A20,45,0.10,,0.067,1.67,0.358,-0.051,0.0021,-0.0136,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,83,A20,45,0.20,,0.066,1.66,0.318,-0.105,-0.0037,-0.0360,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,83,A20,45,0.30,,0.065,1.66,0.289,-0.246,-0.0169,-0.1004,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,83,A20,45,0.40,,0.050,1.73,0.244,-0.357,-0.0286,-0.1507,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,83,A20,50,-0.40,,0.050,1.78,0.115,0.275,0.0324,0.1613,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,83,A20,50,-0.30,,0.058,1.70,0.201,0.261,0.0251,0.1383,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,83,A20,50,-0.20,,0.060,1.66,0.254,0.193,0.0198,0.1051,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,83,A20,50,-0.10,,0.062,1.69,0.304,0.103,0.0127,0.0644,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,83,A20,50,-0.05,,0.063,1.69,0.313,0.057,0.0070,0.0368,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,83,A20,50,0.00,1,0.079,1.58,0.287,-0.016,-0.0011,0.0084,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,83,A20,50,0.00,2,0.080,1.56,0.276,-0.027,-0.0005,0.0053,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,83,A20,50,0.05,,0.069,1.67,0.308,-0.012,-0.0027,-0.0030,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,83,A20,50,0.10,,0.069,1.70,0.329,-0.043,-0.0003,-0.0142,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,83,A20,50,0.20,,0.069,1.69,0.291,-0.120,-0.0106,-0.0540,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
NASA_CR_3608,"F-18 Body, Wing, LEX",0,83,A20,50,0.30,,0.062,1.68,0.240,-0.259,-0.0249,-0.1181,PAGE_IMAGE_CROSSCHECKED_NOT_DOUBLE_KEYED
